0,-100,-100,-100,-100,-82,-83,-100,-100,-100,-100,-100,-89,-85,-83,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-81,-81,-79,-79,-70,-100,-100,-100,-100,-87,-78,-80,-84,-79,-79,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-83,-100,-100,-89,-100,-100,-84,-100,-73,-100,-100,-100,-100,-84,-84,-100,-100,-100,-100,-71,-71,-60,-100,-88,-100,-100,-85,-83
1,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
2,-100,-100,-100,-100,-85,-88,-100,-100,-100,-100,-100,-100,-85,-85,-100,-100,-100,-100,-82,-83,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-81,-81,-83,-86,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-82,-100,-89,-85,-85,-84,-87,-69,-100,-100,-100,-100,-88,-91,-100,-100,-100,-100,-72,-70,-67,-100,-88,-100,-100,-87,-84
3,-100,-100,-100,-100,-79,-79,-100,-100,-100,-100,-100,-100,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-78,-78,-79,-79,-79,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-89,-100,-100,-84,-100,-74,-100,-100,-100,-100,-88,-91,-100,-100,-100,-100,-71,-70,-67,-100,-88,-100,-100,-85,-84
4,-100,-100,-100,-100,-83,-85,-100,-100,-100,-100,-100,-89,-100,-83,-100,-100,-100,-100,-100,-78,-100,-89,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-78,-77,-77,-77,-76,-100,-100,-100,-100,-87,-78,-80,-84,-79,-79,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-83,-100,-100,-88,-100,-100,-100,-100,-76,-100,-100,-100,-100,-84,-84,-100,-100,-100,-100,-69,-68,-62,-100,-100,-100,-100,-84,-79
5,-100,-100,-100,-100,-79,-79,-100,-100,-100,-100,-100,-89,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-78,-84,-84,-79,-79,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-79,-100,-100,-89,-100,-100,-84,-100,-73,-100,-100,-100,-100,-88,-91,-100,-100,-100,-100,-71,-71,-64,-100,-88,-100,-100,-85,-84
6,-100,-100,-100,-100,-83,-81,-100,-100,-100,-100,-100,-89,-100,-83,-100,-100,-100,-100,-100,-85,-100,-89,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-78,-77,-77,-77,-76,-100,-100,-100,-100,-100,-83,-81,-81,-84,-83,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-82,-100,-100,-88,-100,-100,-100,-100,-78,-100,-100,-100,-100,-80,-87,-100,-100,-100,-100,-67,-68,-65,-100,-85,-100,-100,-84,-79
7,-100,-100,-100,-100,-88,-85,-100,-100,-100,-100,-89,-89,-100,-100,-100,-100,-100,-100,-88,-88,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-84,-80,-80,-81,-83,-100,-100,-100,-100,-100,-81,-81,-81,-89,-83,-82,-91,-89,-87,-89,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-85,-100,-100,-100,-100,-83,-100,-100,-87,-100,-100,-87,-86,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-73,-67,-100,-100,-100,-92,-84,-82
8,-100,-100,-100,-100,-85,-85,-100,-100,-100,-100,-89,-89,-100,-100,-100,-100,-100,-100,-88,-88,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-84,-80,-80,-81,-83,-100,-100,-100,-100,-100,-85,-87,-88,-89,-87,-86,-100,-89,-87,-89,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-75,-100,-100,-87,-100,-100,-83,-82,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-71,-66,-100,-100,-100,-92,-84,-86
9,-100,-100,-100,-100,-87,-88,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-85,-100,-89,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-78,-77,-77,-77,-76,-100,-100,-100,-100,-100,-83,-81,-82,-84,-83,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-82,-100,-100,-88,-100,-100,-100,-89,-70,-100,-100,-100,-100,-80,-87,-100,-100,-100,-100,-74,-68,-63,-100,-85,-100,-100,-80,-80
